Blog	book	way	company	build	latest	episode	go	deep	into	talking	process	find	most	real	life	keep	reading	recently	someone	here	know	your	team	wrote	day	questions	asked	part	our	something	happened	me	entire	earlier	month	released	stop	running	work	getting	product	goes	small	great	do	being	than	might	if	want	there	no	been	made	even	human	may	around	five	open	support	well	every	single	read	am	my	won	tell	anyone	think	were	bad	m	g	would	among	them	re	sure	six	phone	put	out	call	twitter	he	order	all	hour	back	down	since	including	job	few	people	over	pay	less	now	self	successful	web	app	first	business	us	away	take	some	america	said	different	john	isn	same	thing	d	like	co	july	also	so	please	don	did	times	get	their	york	debate	important	who	never	while	trump	will	because	could	had	person	just	doing	morning	after	post	happy	moment	american	quite	perhaps	really	time	possible	everything	good	things	started	better	until	rather	years	though	does	amazon	love	much	give	off	page	last	through	site	still	his	ideas	system	aren	able	kind	according	yet	again	full	technology	these	going	actually	later	hard	feel	too	only	world	end	car	many	must	stuff	got	used	fact	ever	during	national	security	u	president	says	case	let	took	went	general	best	bit	money	past	its	science	room	whether	making	another	any	health	nice	side	care	industry	other	public	maybe	third	set	businesses	anything	power	along	then	need	long	enough	make	start	ll	pretty	mean	taking	others	nothing	stay	home	change	always	internet	should	media	why	ve	months	today	finally	least	building	friend	continue	myself	comes	nearly	seven	year	see	data	help	ask	right	say	two	under	second	where	found	group	watch	facebook	mind	man	ago	question	fix	tech	version	series	week	thanks	helping	friends	own	write	writing	posts	usually	original	those	cool	ten	list	price	high	easy	appeared	next	online	him	short	drive	share	favorite	try	use	official	cost	days	left	once	often	service	especially	else	photos	san	art	higher	looks	four	career	social	summer	experience	nbsp	doesn	matter	early	place	example	growing	thinking	true	probably	google	working	called	live	future	news	number	services	together	show	blog	idea	top	link	using	b	each	which	both	based	look	via	very	free	create	added	watching	fun	name	smart	living	feature	search	results	several	run	links	come	hand	simple	already	photo	hit	game	lost	seem	makes	design	street	view	content	tools	traffic	needs	old	play	tool	within	users	little	against	coming	brand	email	features	story	green	companies	far	report	talk	lot	water	large	video	shows	apple	line	almost	pro	point	amp	age	big	kids	movie	th	her	city	youtube	young	woman	known	she	remember	course	done	before	project	update	deal	seen	million	following	personal	ways	half	tv	night	family	network	turn	local	without	com	check	looking	key	music	bring	available	learn	event	couple	playing	itself	space	weeks	didn	places	problem	community	wanted	whole	learned	sense	face	trying	state	level	school	led	yes	thought	clear	program	takes	understand	become	helped	lives	couldn	wasn	between	everyone	light	means	such	cover	three	stories	party	spend	camera	hope	having	cnn	donald	house	article	minutes
Captain's Quarters	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	4	0	0	6	0	0	0	2	2	1	0	0	1	0	1	0	1	0	0	0	0	0	2	0	3	0	1	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	3	0	0	6	0	0	0	1	0	1	0	5	0	0	3	0	0	0	0	3	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	2	2	0	0	0	1	0	0	1	0	0	1	1	1	6	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0	0	1	0	2	0	0	2	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
COOL HUNTING	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	3	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	3	3	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
Copyblogger	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	12	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	1	0	0	2	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	1	0	2	0	0	10	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	2	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	1	0	0	0	0	10	0	1	0	0	0	0	3	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	5	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Latest from Crooks and Liars	0	5	0	0	0	0	1	0	2	8	0	0	3	1	2	0	0	0	0	4	1	5	0	0	1	3	0	1	4	3	0	8	2	0	1	0	0	0	0	1	0	0	0	1	3	1	3	1	3	0	4	5	1	1	1	0	1	0	1	1	2	4	0	2	2	2	0	0	2	0	6	4	1	4	0	2	0	1	5	2	0	0	0	6	0	4	17	0	8	0	2	2	1	0	0	1	6	2	1	0	1	1	0	0	0	1	0	2	0	1	8	0	5	0	3	1	0	1	0	8	1	5	3	4	2	1	2	0	0	4	0	12	2	4	1	0	8	7	2	3	2	0	3	1	0	2	1	0	2	1	0	0	2	1	1	0	3	2	3	0	0	0	0	0	0	0	1	2	1	3	0	4	0	0	0	8	0	1	0	1	0	0	0	1	0	0	0	5	2	0	0	1	1	1	1	3	0	3	1	0	1	0	0	1	2	1	0	0	4	1	1	2	0	1	1	1	0	0	0	2	0	0	1	0	0	3	4	0	0	4	2	4	1	2	0	0	0	1	0	0	0	2	0	0	1	2	3	0	2	0	1	0	0	0	1	1	1	3	1	2	3	0	0	1	2	0	0	0	0	0	0	2	2	3	0	4	0	2	4	0	0	0	3	2	0	1	1	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	2	0	0	5	0	0	0	0	2	0	1	2	3	0	0	1	0	1	0	0	4	0	0	0	3	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	4	0	0	0	0	2	0	1	0	5	0	0	1	0	0	1	2	0	0	0	0	0	8	0	0	1	2	0	0	1	1	0	0	0	0	0	0	7	0	0	2	0	0	4	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	3	0	0	0	2	0	2	0	0	1	0	1	0	0	1	0	1	0	0	1	1	5	2	0	0	0
Deadspin	0	1	1	0	0	0	1	0	2	2	0	0	1	0	0	1	0	0	0	2	0	0	7	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	1	1	0	4	3	4	0	1	2	2	0	0	2	0	1	21	0	0	2	0	0	0	4	2	0	0	2	0	1	2	0	1	0	0	0	0	0	4	2	2	0	2	1	0	0	0	0	1	4	0	0	3	1	0	2	0	1	1	1	1	1	2	0	0	0	0	0	0	1	0	2	0	2	0	1	0	0	2	0	6	3	1	0	0	3	1	0	0	5	2	0	2	0	3	1	0	3	0	0	0	0	0	0	1	4	2	0	3	1	0	1	0	0	3	2	0	1	0	1	1	3	0	2	2	0	2	7	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	2	1	4	4	0	1	0	0	1	1	0	0	0	0	0	1	2	1	0	0	1	0	0	3	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	2	1	3	1	1	0	0	0	0	0	0	0	3	1	0	0	0	1	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	3	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	1	0	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
Tech	0	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	1	1	0	0	0	0	1	0	5	0	0	0	0	1	4	0	1	0	0	2	1	0	0	1	0	0	0	4	0	0	0	0	1	0	0	5	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	3	0	0	1	1	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	6	0	2	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Engadget RSS Feed	0	0	9	0	2	0	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	5	0	0	3	0	1	2	3	1	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	2	2	3	0	3	2	1	0	2	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	3	0	0	0	3	0	0	0	0	3	2	0	3	0	1	0	5	0	2	0	0	2	2	2	0	0	4	2	0	0	3	8	0	3	1	0	0	0	0	0	0	3	0	0	2	2	0	1	1	5	1	0	0	0	1	1	0	0	0	2	0	0	0	7	1	1	1	2	5	0	2	5	0	0	0	0	0	0	2	1	0	1	2	0	1	0	0	0	2	0	0	2	0	1	0	1	0	5	1	0	2	2	0	2	0	1	0	1	0	1	0	2	0	0	0	1	0	0	0	2	4	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	14	0	0	0	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	4	0	1	0	0	0	0	0	0	1	0	6	1	0	1	0	0	0	2	0	0	1	0	0	1	4	0	0	1	0	0	0	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	1	1	0	0	1	1	0	0	0	0	7	0	0	0	0	0	0	0	0	2	1	1	2	0	2	2	0	1	2	0	1	0	0	1	0	3	0	1	2	0	1	4	2	0	2	1	2	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	1	0	0	2	1	0	2	0	1	0	0	0	0	6	1	3	0	2	1	0	0	0	1	0	2	2	1	0	0	0	0	2	1	0	0	0	0	0	1	0	1	3	0	0	0	0	1	0	1	1	1	1	1	0	1	0	1	2	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Gapingvoid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	2	0	2	0	0	13	5	2	0	1	0	0	0	0	0	3	0	2	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Gothamist	0	2	0	0	1	0	1	1	5	0	0	1	2	1	0	0	0	2	0	2	0	8	0	0	5	0	0	2	3	1	1	0	0	2	1	2	1	2	2	1	0	0	1	0	4	1	4	0	1	2	3	3	4	4	2	0	0	1	1	4	0	7	0	1	0	0	0	0	0	0	0	1	0	1	0	2	1	4	3	0	0	1	1	9	2	1	5	0	3	0	1	5	2	2	2	0	5	6	2	2	5	0	0	0	1	9	1	2	0	0	4	1	1	1	0	0	0	1	1	4	0	1	4	4	0	1	1	0	2	5	10	1	0	9	3	6	8	6	8	1	4	2	6	2	4	8	0	0	1	0	0	0	0	6	1	0	1	1	0	0	1	0	4	0	0	0	0	1	1	2	0	4	4	1	2	18	1	1	0	0	1	2	1	0	1	1	0	1	1	1	0	0	0	0	1	3	3	0	1	0	1	2	0	2	0	0	0	0	0	1	0	0	1	1	1	3	0	2	0	7	0	1	0	2	4	3	1	0	6	0	0	0	2	3	1	1	0	0	0	1	3	0	1	1	2	0	4	0	0	1	2	1	0	1	0	0	3	0	0	0	1	1	5	1	0	5	0	0	1	0	0	0	9	2	1	3	0	0	4	8	2	3	2	1	1	1	0	0	6	0	0	0	0	0	0	4	2	1	3	1	0	0	0	0	0	0	2	1	0	0	2	0	1	2	0	2	0	0	0	0	0	1	2	0	1	2	0	0	2	0	0	1	0	0	0	1	0	0	0	4	1	9	1	0	3	1	0	0	0	1	0	0	0	1	0	1	0	2	0	1	3	0	0	1	0	0	2	2	7	2	1	1	0	0	0	0	0	0	0	0	0	2	1	0	2	2	1	5	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	7	1	0	1	0	1	2	2	0	0	1	5	0	0	0	0	0	1	1	0	3	0	0	0	2	0	1	0	2	0	0	0	5	4	7	1	0	2	0	6	2	0	2	0	1	0	2	1	0	1	1	0	0	0	4	0	0	0	2	0	0	5	1	0	1	0	0	0	4	0	0	0	2	3	0	0	0	3	0	0	1	0	0	1	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	1	2	0	5	0	2	0	0	0	2	0	2	1	0	3
Joel on Software	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	3	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	1	0	1	0	1	0	0	1	0	0	1	0	2	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kotaku	0	0	3	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	1	0	2	1	1	0	3	1	1	2	0	2	0	0	0	0	0	0	16	0	0	0	0	0	2	1	0	1	0	0	0	1	2	0	0	0	0	2	0	0	0	0	2	0	4	2	0	0	0	0	1	3	0	0	2	1	0	1	0	3	1	0	3	0	3	0	0	1	0	0	4	1	1	5	0	1	1	2	0	0	0	0	3	1	0	0	0	1	0	0	0	0	1	0	1	0	3	0	0	1	0	0	0	0	0	0	2	4	0	0	0	0	0	1	0	0	1	1	1	2	0	1	0	2	0	5	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	4	1	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
kottke.org	14	17	5	0	1	4	2	2	31	0	4	9	30	8	17	5	5	3	3	31	13	13	3	25	21	3	1	8	29	15	3	13	4	3	0	2	2	2	17	2	1	6	7	10	18	10	28	22	34	6	33	22	30	9	29	4	6	15	2	10	4	13	11	2	18	13	32	3	3	3	12	50	6	4	12	28	4	25	8	3	3	1	9	28	4	2	112	7	41	0	14	14	8	5	6	14	33	22	2	8	23	4	1	2	2	26	5	26	3	6	44	12	9	8	6	6	10	11	8	49	0	7	38	47	1	15	25	9	21	52	3	3	6	50	19	9	1	15	21	24	61	4	28	7	2	13	6	2	4	7	3	8	6	40	9	6	21	15	2	5	3	3	19	9	5	1	10	23	2	7	62	12	16	5	12	90	7	3	5	6	14	2	8	16	5	6	14	8	7	8	5	3	17	17	31	7	6	19	8	1	8	9	8	6	9	9	1	4	2	11	5	3	4	6	5	11	8	4	11	27	5	4	5	5	13	19	2	4	1	5	1	26	11	7	2	5	0	6	13	4	14	6	20	9	13	4	5	6	3	2	3	2	4	6	8	8	6	14	21	12	19	4	8	4	11	2	6	1	3	2	1	4	17	35	5	4	3	9	12	16	7	6	14	18	1	7	0	3	8	6	5	0	2	1	8	1	1	0	2	11	2	8	1	3	4	23	2	1	10	0	8	4	1	10	4	19	3	3	4	6	4	14	2	0	5	8	9	10	1	8	2	5	1	16	2	5	4	3	12	2	3	232	4	2	7	8	6	5	4	3	6	2	7	7	5	5	5	12	0	3	7	3	6	7	3	10	2	10	32	5	9	14	11	15	5	5	3	1	1	3	2	4	1	2	1	5	1	4	10	7	2	3	4	1	10	2	6	4	5	5	9	1	3	2	2	8	3	3	4	1	16	13	2	1	0	4	11	1	6	10	2	4	9	8	2	22	6	0	7	8	0	7	1	2	6	3	3	8	22	6	8	9	2	11	27	2	6	5	13	1	3	2	10	6	2	3	6	4	11	5	2	0	5	2	7	0	0	6	1	14	3	8	3	0	4	4	5	11	3	9	2	7	3	4	7	2	4	3	2	6	1	5	5	1	5	2	1	6	0	10	3	4	3	1	10	4	2	5	10	1	11	7	2	3	4	2	3	1	1	11	9	6
